Layer,MSE,Image_Type
layer4_0,0.10347147,offsample
layer4_0,0.09618133,offsample
layer4_0,0.10394364,offsample
layer4_0,0.09603478,offsample
layer4_0,0.10352052,offsample
layer4_0,0.1071931,offsample
layer4_0,0.106458165,offsample
layer4_0,0.105342485,offsample
layer4_0,0.055659056,offsample
layer4_0,0.059356496,offsample
layer4_0,0.09586662,offsample
layer4_0,0.061445933,offsample
layer4_0,0.098858885,offsample
layer4_0,0.10374594,offsample
layer4_0,0.070108585,offsample
layer4_0,0.097400695,offsample
layer4_0,0.09708836,offsample
layer4_0,0.08584117,offsample
layer4_0,0.1060014,offsample
layer4_0,0.048653476,offsample
layer4_0,0.09555345,offsample
layer4_0,0.088794224,offsample
layer4_0,0.0906677,offsample
layer4_0,0.09682397,offsample
layer4_0,0.10156214,offsample
layer4_0,0.033673685,offsample
layer4_0,0.09529493,offsample
layer4_0,0.09529617,offsample
layer4_0,0.10599894,offsample
layer4_0,0.096689284,offsample
layer4_0,0.100024454,offsample
layer4_0,0.1006394,offsample
layer4_0,0.093090594,offsample
layer4_0,0.09278392,offsample
layer4_0,0.09923166,offsample
layer4_0,0.097761534,offsample
layer4_0,0.105676815,offsample
layer4_0,0.094525136,offsample
layer4_0,0.074862726,offsample
layer4_0,0.09878116,offsample
layer4_0,0.032206304,offsample
layer4_0,0.10028983,offsample
layer4_0,0.05545929,offsample
layer4_0,0.104538366,offsample
layer4_0,0.086712465,offsample
layer4_0,0.02982686,offsample
layer4_0,0.08374668,offsample
layer4_0,0.10723884,offsample
layer4_0,0.09829376,offsample
layer4_0,0.10021636,offsample
layer4_0,0.08434375,offsample
layer4_0,0.1077274,offsample
layer4_0,0.06611321,offsample
layer4_0,0.09498962,offsample
layer4_0,0.059154972,offsample
layer4_0,0.09875542,offsample
layer4_0,0.07879652,offsample
layer4_0,0.07894291,offsample
layer4_0,0.06713391,offsample
layer4_0,0.09563517,offsample
layer4_0,0.080067836,offsample
layer4_0,0.093748815,offsample
layer4_0,0.10167239,offsample
layer4_0,0.101925,offsample
layer4_0,0.053415935,offsample
layer4_0,0.10688267,offsample
layer4_0,0.06315535,offsample
layer4_0,0.092442006,offsample
layer4_0,0.09226781,offsample
layer4_0,0.10430146,offsample
layer4_0,0.103209265,offsample
layer4_0,0.051606953,offsample
layer4_0,0.09358226,offsample
layer4_0,0.10476744,offsample
layer4_0,0.07517646,offsample
layer4_0,0.08332668,offsample
layer4_0,0.095074154,offsample
layer4_0,0.10687043,offsample
layer4_0,0.099081494,offsample
layer4_0,0.06535022,offsample
layer4_0,0.09995436,offsample
layer4_0,0.09614674,offsample
layer4_0,0.09593054,offsample
layer4_0,0.09708786,offsample
layer4_0,0.10390692,offsample
layer4_0,0.10046895,offsample
layer4_0,0.10335169,offsample
layer4_0,0.06302713,offsample
layer4_0,0.09381626,offsample
layer4_0,0.07966374,offsample
layer4_0,0.1024306,offsample
layer4_0,0.054350883,offsample
layer4_0,0.09967984,offsample
layer4_0,0.09789069,offsample
layer4_0,0.103709415,offsample
layer4_0,0.098461874,offsample
layer4_0,0.042097222,offsample
layer4_0,0.09718126,offsample
layer4_0,0.098707065,offsample
layer4_0,0.08902144,offsample
layer4_0,0.096191876,offsample
layer4_0,0.102049775,offsample
layer4_0,0.10138779,offsample
layer4_0,0.08150787,offsample
layer4_0,0.099363506,offsample
layer4_0,0.101476066,offsample
layer4_0,0.09609816,offsample
layer4_0,0.09970869,offsample
layer4_0,0.100059375,offsample
layer4_0,0.041857693,offsample
layer4_0,0.08652085,offsample
layer4_0,0.09965175,offsample
layer4_0,0.10403865,offsample
layer4_0,0.100143805,offsample
layer4_0,0.0999206,offsample
layer4_0,0.063498735,offsample
layer4_0,0.07405546,offsample
layer4_0,0.10413195,offsample
layer4_0,0.09731929,offsample
layer4_0,0.09780245,offsample
layer4_0,0.10641496,offsample
layer4_0,0.09529472,offsample
layer4_0,0.046530627,offsample
layer4_0,0.09496321,offsample
layer4_0,0.059380203,offsample
layer4_0,0.08764555,offsample
layer4_0,0.10443273,offsample
layer4_0,0.101216614,offsample
layer4_0,0.07545342,offsample
layer4_0,0.09665601,offsample
layer4_0,0.0931799,offsample
layer4_0,0.079164356,offsample
layer4_0,0.10181636,offsample
layer4_0,0.09184971,offsample
layer4_0,0.093984306,offsample
layer4_0,0.09985181,offsample
layer4_0,0.101782896,offsample
layer4_0,0.10072598,offsample
layer4_0,0.1046321,offsample
layer4_0,0.100254714,offsample
layer4_0,0.054988597,offsample
layer4_0,0.07330236,offsample
layer4_0,0.09896645,offsample
layer4_0,0.03613725,offsample
layer4_0,0.094019815,offsample
layer4_0,0.10316763,offsample
layer4_0,0.096530594,offsample
layer4_0,0.09505325,offsample
layer4_0,0.09525573,offsample
layer4_0,0.070654854,offsample
layer4_0,0.10054424,offsample
layer4_0,0.05900959,offsample
layer4_0,0.10668316,offsample
layer4_0,0.059383795,offsample
layer4_0,0.09616875,offsample
layer4_0,0.08417437,offsample
layer4_0,0.096653014,offsample
layer4_0,0.078877315,offsample
layer4_0,0.094071165,offsample
layer4_0,0.09412191,offsample
layer4_0,0.10481281,offsample
layer4_0,0.034941055,offsample
layer4_0,0.107872635,offsample
layer4_0,0.09517434,offsample
layer4_0,0.10118064,offsample
layer4_0,0.10285109,offsample
layer4_0,0.047653932,offsample
layer4_0,0.05196498,offsample
layer4_0,0.101847015,offsample
layer4_0,0.095455766,offsample
layer4_0,0.05819602,offsample
layer4_0,0.07974881,offsample
layer4_0,0.096386686,offsample
layer4_0,0.099933945,offsample
layer4_0,0.10250332,offsample
layer4_0,0.0819048,offsample
layer4_0,0.107136376,offsample
layer4_0,0.085437454,offsample
layer4_0,0.07488572,offsample
layer4_0,0.09898578,offsample
layer4_0,0.08924464,offsample
layer4_0,0.09732059,offsample
layer4_0,0.09580993,offsample
layer4_0,0.05489233,offsample
layer4_0,0.09300604,offsample
layer4_0,0.0576913,offsample
layer4_0,0.08399397,offsample
layer4_0,0.10393289,offsample
layer4_0,0.056495335,offsample
layer4_0,0.08894411,offsample
layer4_0,0.09303576,offsample
layer4_0,0.09795415,offsample
layer4_0,0.095809996,offsample
layer4_0,0.09720878,offsample
layer4_0,0.10588236,offsample
layer4_0,0.047337696,offsample
layer4_0,0.09425363,offsample
layer4_0,0.08149766,offsample
layer4_0,0.073469594,offsample
layer4_0,0.09928061,offsample
layer4_0,0.102771245,offsample
layer4_0,0.0769008,offsample
layer4_0,0.03620887,offsample
layer4_0,0.094693735,offsample
layer4_0,0.09868561,offsample
layer4_0,0.10186342,offsample
layer4_0,0.054140348,offsample
layer4_0,0.096252985,offsample
layer4_0,0.108226016,offsample
layer4_0,0.107227705,offsample
layer4_0,0.100866504,offsample
layer4_0,0.09647496,offsample
layer4_0,0.091488816,offsample
layer4_0,0.09615856,offsample
layer4_0,0.09890428,offsample
layer4_0,0.07139053,offsample
layer4_0,0.061264414,offsample
layer4_0,0.08661717,offsample
layer4_0,0.08679327,offsample
layer4_0,0.09162817,offsample
layer4_0,0.04258585,offsample
layer4_0,0.09285239,offsample
layer4_0,0.07630447,offsample
layer4_0,0.096123956,offsample
layer4_0,0.10158421,offsample
layer4_0,0.049506813,offsample
layer4_0,0.10518262,offsample
layer4_0,0.09537965,offsample
layer4_0,0.071870014,offsample
layer4_0,0.09142172,offsample
layer4_0,0.09149975,offsample
layer4_0,0.09246142,offsample
layer4_0,0.08947637,offsample
layer4_0,0.036376122,offsample
layer4_0,0.093984485,offsample
layer4_0,0.10854029,offsample
layer4_0,0.09779778,offsample
layer4_0,0.040121213,offsample
layer4_0,0.04616992,offsample
layer4_0,0.09316924,offsample
layer4_0,0.09945556,offsample
layer4_0,0.070152655,offsample
layer4_0,0.064409204,offsample
layer4_0,0.095137745,offsample
layer4_0,0.08074039,offsample
layer4_0,0.074426025,offsample
layer4_0,0.06569671,offsample
layer4_0,0.06846359,offsample
layer4_0,0.028702289,offsample
layer4_0,0.09504801,offsample
layer4_0,0.06003221,offsample
layer4_0,0.08415107,offsample
layer4_0,0.1064046,offsample
layer4_0,0.09700717,offsample
layer4_0,0.10386889,offsample
layer4_0,0.10275829,offsample
layer4_0,0.10537978,offsample
layer4_0,0.094552234,offsample
layer4_0,0.102148235,offsample
layer4_0,0.09415769,offsample
layer4_0,0.09577713,offsample
layer4_0,0.09970729,offsample
layer4_0,0.10103457,offsample
layer4_0,0.09602963,offsample
layer4_0,0.051426962,offsample
layer4_0,0.09602525,offsample
layer4_0,0.056800384,offsample
layer4_0,0.09456472,offsample
layer4_0,0.09456991,offsample
layer4_0,0.108118206,offsample
layer4_0,0.02986588,offsample
layer4_0,0.09918598,offsample
layer4_0,0.09898994,offsample
layer4_0,0.10076239,offsample
layer4_0,0.1044913,offsample
layer4_0,0.09572954,offsample
layer4_0,0.09969775,offsample
layer4_0,0.09682305,offsample
layer4_0,0.06854488,offsample
layer4_0,0.10352716,offsample
layer4_0,0.08681316,offsample
layer4_0,0.095919184,offsample
layer4_0,0.106294096,offsample
layer4_0,0.10198113,offsample
layer4_0,0.0933314,offsample
layer4_0,0.10097757,offsample
layer4_0,0.09530643,offsample
layer4_0,0.101077594,offsample
layer4_0,0.10140849,offsample
layer4_0,0.104248196,offsample
layer4_0,0.10541084,offsample
layer4_0,0.095700674,offsample
layer4_0,0.105329774,offsample
layer4_0,0.09834048,offsample
layer4_0,0.0657546,offsample
layer4_0,0.06985358,offsample
layer4_0,0.09530525,offsample
layer4_0,0.090309754,offsample
layer4_0,0.09994816,offsample
layer4_0,0.04027428,offsample
layer4_0,0.09327489,offsample
layer4_0,0.058940504,offsample
layer4_0,0.09011066,offsample
layer4_0,0.10031243,offsample
layer4_0,0.0726609,offsample
layer4_0,0.097403884,offsample
layer4_0,0.02703104,offsample
layer4_0,0.08626961,offsample
layer4_0,0.092206694,offsample
layer4_0,0.102307566,offsample
layer4_0,0.058136445,offsample
layer4_0,0.05838024,offsample
layer4_0,0.09664036,offsample
layer4_0,0.10148249,offsample
layer4_0,0.09881729,offsample
layer4_0,0.09735419,offsample
layer4_0,0.101875365,offsample
layer4_0,0.08451528,offsample
layer4_0,0.05739931,offsample
layer4_0,0.075483106,offsample
layer4_0,0.094318956,offsample
layer4_0,0.09095484,offsample
layer4_0,0.0968491,offsample
layer4_0,0.09697583,offsample
layer4_0,0.04133609,offsample
layer4_0,0.09227161,offsample
layer4_0,0.09706545,offsample
layer4_0,0.06570675,offsample
layer4_0,0.044766277,offsample
layer4_0,0.10537026,offsample
layer4_0,0.09200572,offsample
layer4_0,0.08352177,offsample
layer4_0,0.041251227,offsample
layer4_0,0.10650592,offsample
layer4_0,0.09486764,offsample
layer4_0,0.09867573,offsample
layer4_0,0.07549359,offsample
layer4_0,0.10346975,offsample
layer4_0,0.09638867,offsample
layer4_0,0.09526081,offsample
layer4_0,0.042506855,offsample
layer4_0,0.04236161,offsample
layer4_0,0.10467098,offsample
layer4_0,0.104868226,offsample
layer4_0,0.1070188,offsample
layer4_0,0.09452579,offsample
layer4_0,0.09576328,offsample
layer4_0,0.09082785,offsample
layer4_0,0.1053272,offsample
layer4_0,0.10262055,offsample
layer4_0,0.090299286,offsample
layer4_0,0.103943914,offsample
layer4_0,0.07922046,offsample
layer4_0,0.08408215,offsample
layer4_0,0.103295065,offsample
layer4_0,0.09914973,offsample
layer4_0,0.07607025,offsample
layer4_0,0.09553867,offsample
layer4_0,0.0928585,offsample
layer4_0,0.10163041,offsample
layer4_0,0.09240895,offsample
layer4_0,0.08668488,offsample
layer4_0,0.09766057,offsample
layer4_0,0.10159757,offsample
layer4_0,0.06366784,offsample
layer4_0,0.055095006,offsample
layer4_0,0.065774,offsample
layer4_0,0.096355364,offsample
layer4_0,0.09701542,offsample
layer4_0,0.05754956,offsample
layer4_0,0.091203116,offsample
layer4_0,0.10090516,offsample
layer4_0,0.10771456,offsample
layer4_0,0.10605069,offsample
layer4_0,0.09752217,offsample
layer4_0,0.05899862,offsample
layer4_0,0.101727106,offsample
layer4_0,0.1060832,offsample
layer4_0,0.10167104,offsample
layer4_0,0.09757103,offsample
layer4_0,0.10047807,offsample
layer4_0,0.09686864,offsample
layer4_0,0.10359383,offsample
layer4_0,0.06522496,offsample
layer4_0,0.10281812,offsample
layer4_0,0.097418234,offsample
layer4_0,0.102869235,offsample
layer4_0,0.0946006,offsample
layer4_0,0.053980514,offsample
layer4_0,0.10190664,offsample
layer4_0,0.10017176,offsample
layer4_0,0.06640543,offsample
layer4_0,0.0945807,offsample
layer4_0,0.095370196,offsample
layer4_0,0.06839343,offsample
layer4_0,0.09742694,offsample
layer4_0,0.062705256,offsample
layer4_0,0.09692676,offsample
layer4_0,0.09988558,offsample
layer4_0,0.1030556,offsample
layer4_0,0.10451494,offsample
layer4_0,0.06765908,offsample
layer4_0,0.073646784,offsample
layer4_0,0.0976876,offsample
layer4_0,0.10704282,offsample
layer4_0,0.10165034,offsample
layer4_0,0.0862921,offsample
layer4_0,0.09636863,offsample
layer4_0,0.08759568,offsample
layer4_0,0.03706379,offsample
layer4_0,0.043315288,offsample
layer4_0,0.09611118,offsample
layer4_0,0.09563663,offsample
layer4_0,0.09540184,offsample
layer4_0,0.1027401,offsample
layer4_0,0.10141254,offsample
layer4_0,0.098180845,offsample
layer4_0,0.10309659,offsample
layer4_0,0.09333439,offsample
layer4_0,0.09603834,offsample
layer4_0,0.09715927,offsample
layer4_0,0.09983588,offsample
layer4_0,0.07550857,offsample
layer4_0,0.097794,offsample
layer4_0,0.06618531,offsample
layer4_0,0.07398228,offsample
layer4_0,0.09516201,offsample
layer4_0,0.10644416,offsample
layer4_0,0.09877751,offsample
layer4_0,0.07719186,offsample
layer4_0,0.09815329,offsample
layer4_0,0.098739125,offsample
layer4_0,0.10360986,offsample
layer4_0,0.08226241,offsample
layer4_0,0.08801588,offsample
layer4_0,0.1049002,offsample
layer4_0,0.10326035,offsample
layer4_0,0.0821084,offsample
layer4_0,0.09947514,offsample
layer4_0,0.09676629,offsample
layer4_0,0.097123854,offsample
layer4_0,0.100586675,offsample
layer4_0,0.060964644,offsample
layer4_0,0.10022005,offsample
layer4_0,0.08173832,offsample
layer4_0,0.10040347,offsample
layer4_0,0.10261265,offsample
layer4_0,0.10534878,offsample
layer4_0,0.10114788,offsample
layer4_0,0.06846018,offsample
layer4_0,0.07662132,offsample
layer4_0,0.094534166,offsample
layer4_0,0.09895017,offsample
layer4_0,0.08079067,offsample
layer4_0,0.09708884,offsample
layer4_0,0.09648108,offsample
layer4_0,0.10231113,offsample
layer4_0,0.093848675,offsample
layer4_0,0.062744305,offsample
layer4_0,0.08441267,offsample
layer4_0,0.09857543,offsample
layer4_0,0.107564196,offsample
layer4_0,0.10074302,offsample
layer4_0,0.05913989,offsample
layer4_0,0.04916155,offsample
layer4_0,0.07688335,offsample
layer4_0,0.10091911,offsample
layer4_0,0.09865706,offsample
layer4_0,0.10280168,offsample
layer4_0,0.08854272,offsample
layer4_0,0.10013418,offsample
layer4_0,0.033608686,offsample
layer4_0,0.0997926,offsample
layer4_0,0.102816984,offsample
layer4_0,0.098961346,offsample
layer4_0,0.09796839,offsample
layer4_0,0.100762114,offsample
layer4_0,0.09031464,offsample
layer4_0,0.10141345,offsample
layer4_0,0.09631067,offsample
layer4_0,0.10074389,offsample
layer4_0,0.099999994,offsample
layer4_0,0.09566298,offsample
layer4_0,0.107714176,offsample
layer4_0,0.094746046,offsample
layer4_0,0.093758434,offsample
layer4_0,0.051528532,offsample
layer4_0,0.088393316,offsample
layer4_0,0.100733876,offsample
layer4_0,0.06453749,offsample
layer4_0,0.10331815,offsample
layer4_0,0.11256685,offsample
layer4_0,0.06768969,offsample
layer4_0,0.095466495,offsample
layer4_0,0.09389599,offsample
layer4_0,0.09899767,offsample
layer4_0,0.0987076,offsample
layer4_0,0.05459267,offsample
layer4_0,0.099074595,offsample
layer4_0,0.098499864,offsample
layer4_0,0.10094989,offsample
layer4_0,0.094446756,offsample
layer4_0,0.095020585,offsample
layer4_0,0.099370204,offsample
layer4_0,0.035437293,offsample
layer4_0,0.10248912,offsample
layer4_0,0.035466395,offsample
layer4_0,0.10433903,offsample
layer4_0,0.07949089,offsample
layer4_0,0.081998825,offsample
layer4_0,0.096170604,offsample
layer4_0,0.08731359,offsample
layer4_0,0.094299704,offsample
layer4_0,0.061646774,offsample
layer4_0,0.095540844,offsample
layer4_0,0.104996175,offsample
layer4_0,0.034793694,offsample
layer4_0,0.07958433,offsample
layer4_0,0.08805625,offsample
layer4_0,0.03803279,offsample
layer4_0,0.10351288,offsample
layer4_0,0.09728839,offsample
layer4_0,0.07700069,offsample
layer4_0,0.054809183,offsample
layer4_0,0.06563852,offsample
layer4_0,0.09822504,offsample
layer4_0,0.097892314,offsample
layer4_0,0.062270768,offsample
layer4_0,0.083698586,offsample
layer4_0,0.042725116,offsample
layer4_0,0.103430584,offsample
layer4_0,0.080581866,offsample
layer4_0,0.099702425,offsample
layer4_0,0.08196105,offsample
layer4_0,0.04476624,offsample
layer4_0,0.09693206,offsample
layer4_0,0.10166239,offsample
layer4_0,0.09686463,offsample
layer4_0,0.09347592,offsample
layer4_0,0.102432825,offsample
layer4_0,0.105897576,offsample
layer4_0,0.09255347,offsample
layer4_0,0.09875967,offsample
layer4_0,0.095024034,offsample
layer4_0,0.10442648,offsample
layer4_0,0.10682693,offsample
layer4_0,0.07819116,offsample
layer4_0,0.104717195,offsample
layer4_0,0.10471817,offsample
layer4_0,0.05279663,offsample
layer4_0,0.06458926,offsample
layer4_0,0.024000948,offsample
layer4_0,0.09918598,offsample
layer4_0,0.09703505,offsample
layer4_0,0.09081154,offsample
layer4_0,0.07159964,offsample
layer4_0,0.034434266,offsample
layer4_0,0.10883933,offsample
layer4_0,0.09498291,offsample
layer4_0,0.040916473,offsample
layer4_0,0.082943514,offsample
layer4_0,0.09096725,offsample
layer4_0,0.10434202,offsample
layer4_0,0.0965865,offsample
layer4_0,0.10000922,offsample
layer4_0,0.1026723,offsample
layer4_0,0.096528314,offsample
layer4_0,0.037394986,offsample
layer4_0,0.065143086,offsample
layer4_0,0.10468419,offsample
layer4_0,0.098567925,offsample
layer4_0,0.09637499,offsample
layer4_0,0.06008485,offsample
layer4_0,0.09715946,offsample
layer4_0,0.09581401,offsample
layer4_0,0.09836843,offsample
layer4_0,0.100248694,offsample
layer4_0,0.09391101,offsample
layer4_0,0.06485919,offsample
layer4_0,0.09894434,offsample
layer4_0,0.09603834,offsample
layer4_0,0.10602935,offsample
layer4_0,0.06234892,offsample
layer4_0,0.101876095,offsample
layer4_0,0.09637673,offsample
layer4_0,0.09859076,offsample
layer4_0,0.104329675,offsample
layer4_0,0.0955589,offsample
layer4_0,0.104737416,offsample
layer4_0,0.10101287,offsample
layer4_0,0.05756981,offsample
layer4_0,0.10300411,offsample
layer4_0,0.044400774,offsample
layer4_0,0.1014779,offsample
layer4_0,0.074428916,offsample
layer4_0,0.03625977,offsample
layer4_0,0.103346914,offsample
layer4_0,0.08293147,offsample
layer4_0,0.105500564,offsample
layer4_0,0.094033994,offsample
layer4_0,0.092704386,offsample
layer4_0,0.096036434,offsample
layer4_0,0.10608235,offsample
layer4_0,0.08094514,offsample
layer4_0,0.09331939,offsample
layer4_0,0.069094114,offsample
layer4_0,0.06466383,offsample
layer4_0,0.09110393,offsample
layer4_0,0.07321686,offsample
layer4_0,0.07725638,offsample
layer4_0,0.10296322,offsample
layer4_0,0.09989827,offsample
layer4_0,0.09430151,offsample
layer4_0,0.09898729,offsample
layer4_0,0.09668509,offsample
layer4_0,0.083216116,offsample
layer4_0,0.10174954,offsample
layer4_0,0.10783986,offsample
layer4_0,0.10134264,offsample
layer4_0,0.0959494,offsample
layer4_0,0.07898947,offsample
layer4_0,0.09661548,offsample
layer4_0,0.08145159,offsample
layer4_0,0.10327727,offsample
layer4_0,0.09350941,offsample
layer4_0,0.101035096,offsample
layer4_0,0.09837271,offsample
layer4_0,0.09797862,offsample
layer4_0,0.049504507,offsample
layer4_0,0.10586072,offsample
layer4_0,0.09269742,offsample
layer4_0,0.02158938,offsample
layer4_0,0.07663155,offsample
layer4_0,0.0913868,offsample
layer4_0,0.10629266,offsample
layer4_0,0.050012603,offsample
layer4_0,0.09646256,offsample
layer4_0,0.09272355,offsample
layer4_0,0.10439758,offsample
layer4_0,0.09929572,offsample
layer4_0,0.09219657,offsample
layer4_0,0.09681827,offsample
layer4_0,0.06468497,offsample
layer4_0,0.075290166,offsample
layer4_0,0.09191587,offsample
layer4_0,0.10554448,offsample
layer4_0,0.06696857,offsample
layer4_0,0.090353325,offsample
layer4_0,0.04273521,offsample
layer4_0,0.10314064,offsample
layer4_0,0.09827119,offsample
layer4_0,0.055613983,offsample
layer4_0,0.107483074,offsample
layer4_0,0.087732375,offsample
layer4_0,0.071586534,offsample
layer4_0,0.093740016,offsample
layer4_0,0.07847399,offsample
layer4_0,0.06669519,offsample
layer4_0,0.100746095,offsample
layer4_0,0.028760845,offsample
layer4_0,0.103430964,offsample
layer4_0,0.064764276,offsample
layer4_0,0.10306833,offsample
layer4_0,0.1056632,offsample
layer4_0,0.097055554,offsample
layer4_0,0.094929,offsample
layer4_0,0.0896429,offsample
layer4_0,0.09848925,offsample
layer4_0,0.101892084,offsample
layer4_0,0.105862044,offsample
layer4_0,0.097410835,offsample
layer4_0,0.10518144,offsample
layer4_0,0.030526275,offsample
layer4_0,0.10299305,offsample
layer4_0,0.09962193,offsample
layer4_0,0.10430022,offsample
layer4_0,0.084523134,offsample
layer4_0,0.10553828,offsample
layer4_0,0.102976665,offsample
layer4_0,0.09561743,offsample
layer4_0,0.103441894,offsample
layer4_0,0.10319162,offsample
layer4_0,0.09294177,offsample
layer4_0,0.10388752,offsample
layer4_0,0.10355502,offsample
layer4_0,0.10223502,offsample
layer4_0,0.099981405,offsample
layer4_0,0.09744328,offsample
layer4_0,0.10300396,offsample
layer4_0,0.09986245,offsample
layer4_0,0.100413136,offsample
layer4_0,0.096980155,offsample
layer4_0,0.10223691,offsample
layer4_0,0.09721527,offsample
layer4_0,0.09909855,offsample
layer4_0,0.0990627,offsample
layer4_0,0.1020483,offsample
layer4_0,0.09975855,offsample
layer4_0,0.04015831,offsample
layer4_0,0.099603936,offsample
layer4_0,0.041858517,offsample
layer4_0,0.06900349,offsample
layer4_0,0.09907157,offsample
layer4_0,0.10995144,offsample
layer4_0,0.087791,offsample
layer4_0,0.10185165,offsample
layer4_0,0.086551666,offsample
layer4_0,0.10193342,offsample
layer4_0,0.06984958,offsample
layer4_0,0.0995842,offsample
layer4_0,0.10440641,offsample
layer4_0,0.075638,offsample
layer4_0,0.09535752,offsample
layer4_0,0.10011666,offsample
layer4_0,0.10049024,offsample
layer4_0,0.10763525,offsample
layer4_0,0.077066995,offsample
layer4_0,0.09535811,offsample
layer4_0,0.1019185,offsample
layer4_0,0.09080257,offsample
layer4_0,0.10144501,offsample
layer4_0,0.095785365,offsample
layer4_0,0.09992392,offsample
layer4_0,0.10735355,offsample
layer4_0,0.09463611,offsample
layer4_0,0.0788459,offsample
layer4_0,0.09870007,offsample
layer4_0,0.09324833,offsample
layer4_0,0.09416117,offsample
layer4_0,0.09437662,offsample
layer4_0,0.084564485,offsample
layer4_0,0.09730498,offsample
layer4_0,0.10421544,offsample
layer4_0,0.09776478,offsample
layer4_0,0.100178875,offsample
layer4_0,0.10582518,offsample
layer4_0,0.08136566,offsample
layer4_0,0.092694126,offsample
layer4_0,0.10218426,offsample
layer4_0,0.097130544,offsample
layer4_0,0.07262464,offsample
layer4_0,0.10360915,offsample
layer4_0,0.036511164,offsample
layer4_0,0.099821374,offsample
layer4_0,0.09368458,offsample
layer4_0,0.036882676,offsample
layer4_0,0.07135641,offsample
layer4_0,0.09590024,offsample
layer4_0,0.077443905,offsample
layer4_0,0.1008641,offsample
layer4_0,0.07350328,offsample
layer4_0,0.09962473,offsample
layer4_0,0.102035224,offsample
layer4_0,0.0974228,offsample
layer4_0,0.100561105,offsample
layer4_0,0.057000767,offsample
layer4_0,0.0924381,offsample
layer4_0,0.08586465,offsample
layer4_0,0.0979714,offsample
layer4_0,0.09873896,offsample
layer4_0,0.050959364,offsample
layer4_0,0.10045268,offsample
layer4_0,0.107391685,offsample
layer4_0,0.10761878,offsample
layer4_0,0.05314991,offsample
layer4_0,0.10119262,offsample
layer4_0,0.09236806,offsample
layer4_0,0.08785802,offsample
layer4_0,0.087573126,offsample
layer4_0,0.044309262,offsample
layer4_0,0.08579978,offsample
layer4_0,0.08552679,offsample
layer4_0,0.018032795,offsample
layer4_0,0.09364662,offsample
layer4_0,0.09038149,offsample
layer4_0,0.100708984,offsample
layer4_0,0.05484115,offsample
layer4_0,0.10456421,offsample
layer4_0,0.05744753,offsample
layer4_0,0.09412393,offsample
layer4_0,0.08793622,offsample
layer4_0,0.082017176,offsample
layer4_0,0.10554478,offsample
layer4_0,0.100670114,offsample
layer4_0,0.09340166,offsample
layer4_0,0.10335262,offsample
layer4_0,0.10374718,offsample
layer4_0,0.02316993,offsample
layer4_0,0.10365588,offsample
layer4_0,0.106698394,offsample
layer4_0,0.09762935,offsample
layer4_0,0.07444481,offsample
layer4_0,0.10599724,offsample
layer4_0,0.102116205,offsample
layer4_0,0.09396671,offsample
layer4_0,0.09661436,offsample
layer4_0,0.09917561,offsample
layer4_0,0.10163838,offsample
layer4_0,0.08276239,offsample
layer4_0,0.09680617,offsample
layer4_0,0.0956565,offsample
layer4_0,0.09769631,offsample
layer4_0,0.08151556,offsample
layer4_0,0.056699023,offsample
layer4_0,0.05434181,offsample
layer4_0,0.10079889,offsample
layer4_0,0.09615147,offsample
layer4_0,0.10063331,offsample
layer4_0,0.07452699,offsample
layer4_0,0.10341945,offsample
layer4_0,0.09486905,offsample
layer4_0,0.10085408,offsample
layer4_0,0.10627003,offsample
layer4_0,0.08334013,offsample
layer4_0,0.10003652,onsample
layer4_0,0.0952309,onsample
layer4_0,0.104167655,onsample
layer4_0,0.090623096,onsample
layer4_0,0.0992814,onsample
layer4_0,0.052494958,onsample
layer4_0,0.07850896,onsample
layer4_0,0.074364915,onsample
layer4_0,0.08073233,onsample
layer4_0,0.09793073,onsample
layer4_0,0.069031894,onsample
layer4_0,0.1052104,onsample
layer4_0,0.09550477,onsample
layer4_0,0.10077404,onsample
layer4_0,0.100158334,onsample
layer4_0,0.09069435,onsample
layer4_0,0.08717203,onsample
layer4_0,0.09859247,onsample
layer4_0,0.100064084,onsample
layer4_0,0.036831412,onsample
layer4_0,0.09974806,onsample
layer4_0,0.09607385,onsample
layer4_0,0.06596135,onsample
layer4_0,0.051520687,onsample
layer4_0,0.068280265,onsample
layer4_0,0.07956229,onsample
layer4_0,0.10254757,onsample
layer4_0,0.060218655,onsample
layer4_0,0.10200275,onsample
layer4_0,0.08479347,onsample
layer4_0,0.056801118,onsample
layer4_0,0.09870615,onsample
layer4_0,0.08758549,onsample
layer4_0,0.10255986,onsample
layer4_0,0.061323162,onsample
layer4_0,0.06679346,onsample
layer4_0,0.09644858,onsample
layer4_0,0.1019489,onsample
layer4_0,0.08785926,onsample
layer4_0,0.099782445,onsample
layer4_0,0.10405845,onsample
layer4_0,0.055250596,onsample
layer4_0,0.048068106,onsample
layer4_0,0.0944349,onsample
layer4_0,0.08783624,onsample
layer4_0,0.09897798,onsample
layer4_0,0.058023326,onsample
layer4_0,0.100569524,onsample
layer4_0,0.06296718,onsample
layer4_0,0.08255427,onsample
layer4_0,0.103144996,onsample
layer4_0,0.09351591,onsample
layer4_0,0.06508955,onsample
layer4_0,0.060744908,onsample
layer4_0,0.06429106,onsample
layer4_0,0.103566445,onsample
layer4_0,0.040083174,onsample
layer4_0,0.0907155,onsample
layer4_0,0.096814156,onsample
layer4_0,0.107494265,onsample
